鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮北路１２６號十一樓之３,29.33,住,,,1091128,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100913,128.27,2,2,2,有,有,9380000,88936,坡道平面,37.98,1350000,預售屋、或土地及建物分件登記案件；,RPROMLRJKIGGFIB18DA,59.82,0.0,4.17,有,
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮北路１１８號四樓之３,21.16,住,,,1091020,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100913,105.21000000000001,1,2,1,有,有,6800000,81065,坡道平面,37.98,1350000,預售屋、或土地及建物分件登記案件；,RPORMLRJKIGGFIB18DA,40.99,0.0,5.05,有,
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮北路１１８號十二樓之９,21.03,住,,,1100408,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100913,105.0,1,2,1,有,有,6900000,82811,坡道平面,37.98,1350000,預售屋、或土地及建物分件登記案件；,RPRRMLRJKIGGFIB48DA,40.84,0.0,5.05,有,
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮北路１２２號十樓之３,26.01,住,,,1100616,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100913,122.58,2,2,2,有,有,9100000,90426,坡道平面,37.98,1450000,預售屋、或土地及建物分件登記案件；,RPXNMLOKKIGGFIB48DA,52.6,0.0,3.98,有,
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮北路１２２號九樓之５,25.73,住,,,1100815,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100913,121.5,2,2,2,有,有,9600000,97581,坡道平面,37.98,1450000,預售屋、或土地及建物分件登記案件；,RPQOMLOKKIGGFIB87DA,51.98,0.0,3.98,有,
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮北路１２２號十一樓之５,25.73,住,,,1091230,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100913,121.5,2,2,2,有,有,8280000,82974,坡道平面,37.98,1350000,預售屋、或土地及建物分件登記案件；,RPROMLOKKIGGFIB97DA,51.98,0.0,3.98,有,
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮北路１２２號三樓之６,26.42,住,,,1100426,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100913,123.85,2,2,2,有,有,8790000,85478,坡道平面,37.98,1450000,預售屋、或土地及建物分件登記案件；,RPSOMLOKKIGGFIB08DA,53.1,0.0,4.42,有,
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮北路１１８號七樓之２,21.16,住,,,1091114,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100913,104.07,1,2,1,有,有,6700000,81065,坡道平面,36.84,1250000,110年7月26日讓售總金額新台幣705萬元整預售屋、或土地及建物分件登記案件；,RPVOMLKLKIGGFIB08DA,40.99,0.0,5.05,有,
烏日區,房地(土地+建物)+車位,臺中市烏日區三榮北路１１８號二樓之９,21.03,住,,,1100212,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100913,105.0,1,2,1,有,有,6680000,79528,坡道平面,37.98,1350000,110年6月29日讓售總金額新台幣695萬元整預售屋、或土地及建物分件登記案件；,RPUPMLKLKIGGFIB08DA,40.84,0.0,5.05,有,
潭子區,房地(土地+建物)+車位,臺中市潭子區大新路１５６號二樓,23.84,住,,,1100317,土地1建物1車位1,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070801,161.87,3,2,2,有,有,10500000,64867,坡道平面,40.02,0,,RPQNMLTJKHHGFHB08DA,69.88,0.0,11.83,有,61.0
太平區,房地(土地+建物)+車位,臺中市太平區新興一街５號十樓之３,25.39,住,,,1080108,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101220,161.25,3,2,2,有,有,10750000,71160,坡道平面,28.45,1300000,預售屋、或土地及建物分件登記案件；,RPVSNLKLJHHGFJB58DA,79.2,0.0,8.71,有,
太平區,房地(土地+建物)+車位,臺中市太平區新興一街５號十五樓之３,25.39,住,,,1080217,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101220,161.25,3,2,2,有,有,10650000,72666,坡道平面,28.45,1000000,預售屋、或土地及建物分件登記案件；,RPXRNLKLJHHGFJB68DA,79.2,0.0,8.71,有,
太平區,房地(土地+建物)+車位,臺中市太平區新興一街５號十四樓之３,25.39,住,,,1080119,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101220,161.25,3,2,2,有,有,10500000,72289,坡道平面,28.45,900000,預售屋、或土地及建物分件登記案件；,RPOSNLKLJHHGFJB87DA,79.2,0.0,8.71,有,
太平區,房地(土地+建物)+車位,臺中市太平區新興一街５號十二樓之３,25.39,住,,,1080130,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101220,161.25,3,2,2,有,有,10680000,71762,坡道平面,28.45,1150000,預售屋、或土地及建物分件登記案件；,RPPSNLKLJHHGFJB97DA,79.2,0.0,8.71,有,
太平區,房地(土地+建物)+車位,臺中市太平區新興一街５號十三樓之３,25.39,住,,,1080118,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101220,161.25,3,2,2,有,有,10570000,72063,坡道平面,28.45,1000000,預售屋、或土地及建物分件登記案件；,RPQSNLKLJHHGFJB08DA,79.2,0.0,8.71,有,
太平區,房地(土地+建物)+車位,臺中市太平區新興一街５號十一樓之３,25.39,住,,,1080130,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101220,161.25,3,2,2,有,有,10640000,71461,坡道平面,28.45,1150000,預售屋、或土地及建物分件登記案件；,RPRSNLKLJHHGFJB18DA,79.2,0.0,8.71,有,
太平區,房地(土地+建物)+車位,臺中市太平區新興一街５號八樓之１,25.93,住,,,1080901,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101220,164.06,3,2,2,有,有,11240000,76248,坡道平面,28.45,900000,預售屋、或土地及建物分件登記案件；,RPQVNLKLJHHGFJB38DA,80.14,0.0,9.63,有,
太平區,房地(土地+建物)+車位,臺中市太平區新興一街５號九樓之３,25.39,住,,,1080126,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101220,161.25,3,2,2,有,有,10650000,71160,坡道平面,28.45,1200000,預售屋、或土地及建物分件登記案件；,RPUNOLKLJHHGFJB08DA,79.2,0.0,8.71,有,
太平區,房地(土地+建物)+車位,臺中市太平區環中東路四段６５號十三樓之２,30.2,住,,,1101222,土地1建物1車位2,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100721,235.16,4,2,3,有,有,16270000,69187,坡道平面,62.16,0,,RPUNMLTJKHHGFJB68DA,104.17,2.94,10.83,有,68.0
清水區,房地(土地+建物)+車位,臺中市清水區港都路１６３號八樓之７,17.03,商,,,1101225,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090724,158.78,2,2,2,有,有,6600000,41567,坡道平面,31.69,0,,RPQPMLSJKHHGFFB08EA,78.37,0.0,8.78,有,70.0
西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道二段８５３號二十三樓之１,22.68,商,,,1110122,土地1建物1車位2,二十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001228,334.01,3,2,3,有,有,35000000,106132,坡道平面,41.92,4000000,,RPRQMLTJKHHGFCB08EA,140.71,17.97,37.26,有,71.0
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩十一街８６８號四樓之５,51.19,住,,,1110108,土地1建物1車位2,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070926,236.31,2,2,2,有,有,30700000,152805,坡道平面,58.96,3600000,其他增建；,RPTQMLTJKHHGFCB28EA,98.83,11.2,10.93,有,72.0
北屯區,房地(土地+建物)+車位,臺中市北屯區安順四街３３號３樓之２,3.21,住,,,1110114,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0801214,48.72,2,1,1,有,有,1600000,32841,坡道機械,0.0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPVPMLTJKHHGFBB28EA,15.38,0.0,3.46,有,
西區,房地(土地+建物)+車位,臺中市西區臺灣大道二段４９８號十樓之二,20.38,商,,,1101215,土地1建物1車位2,十層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011121,289.8,2,2,2,有,有,27000000,98163,坡道平面,51.42,3600000,,RPVOMLKKKHHGFAB27EA,130.17,7.95,23.09,有,
豐原區,房地(土地+建物),臺中市豐原區向陽路４８號,3.26,商,,,1110102,土地1建物1車位0,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860602,34.85,1,0,1,有,有,3000000,86083,,0.0,0,,RPUNMLNJJHHGFDB37DA,18.63,1.33,2.46,有,85.0
南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段３３２號二十四樓之２,22.97,住,,,1101118,土地1建物1車位2,二十四層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900912,349.72,3,2,3,有,有,29000000,82923,坡道平面,28.86,0,,RPSRMLSJKHHGFCB08DA,182.85,0.35,25.23,有,
西屯區,房地(土地+建物),臺中市西屯區文心路二段５６０之８號十三樓之１,13.55,住,,,1101212,土地1建物1車位0,十三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0861121,153.92,4,2,2,有,有,11800000,76663,,0.0,0,,RPVRMLSJKHHGFCB38DA,90.46,2.27,16.46,有,
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段１９９之２號十五樓之５,8.02,,,,1101205,土地1建物1車位1,十五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100304,139.8,2,2,2,有,有,18880000,148696,坡道機械,20.9,1200000,,RPPTMLSJKHHGFCB97DA,66.68,2.27,8.49,有,
西屯區,房地(土地+建物)+車位,臺中市西屯區福中七街３５號十三樓,15.44,住,,,1110103,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831115,127.52,3,2,2,有,有,8680000,68068,坡道機械,0.0,0,,RPQTMLSJKHHGFCB08DA,90.56,0.72,13.61,有,
西屯區,房地(土地+建物)+車位,臺中市西屯區環中路三段６３號十五樓之６,10.14,商,,,1101228,土地1建物1車位1,十五層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060524,157.67000000000002,2,2,2,有,有,15420000,97799,坡道平面,0.0,0,,RPQPMLTJKHHGFCB77DA,71.57,1.32,8.69,有,86.0
西屯區,房地(土地+建物)+車位,臺中市西屯區市政路５３９號十九樓之１,18.66,商,,,1110114,土地1建物1車位2,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030124,319.98,3,2,3,有,有,39800000,124383,坡道平面,42.66,0,,RPRPMLTJKHHGFCB87DA,154.85,4.42,22.32,有,87.0
西屯區,房地(土地+建物),臺中市西屯區惠來路三段２４８號九樓之６,6.22,住,,,1101226,土地1建物1車位0,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910104,85.37,2,2,1,有,有,8200000,96052,,0.0,0,含傢俱設備費；,RPWQMLTJKHHGFCB48DA,48.58,2.59,12.04,有,
西屯區,房地(土地+建物)+車位,臺中市西屯區青海南街１９９號二十樓之３,17.38,住,,,1101225,土地1建物1車位1,二十層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101018,140.0,2,2,2,有,有,14000000,100000,坡道平面,30.9,0,,RPUTMLRJKHHGFCB38DA,62.16,5.11,3.66,有,89.0
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩四街３２１號七樓之６,17.86,住,,,1101225,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831227,129.43,3,2,2,有,有,13400000,103531,坡道平面,0.0,0,含傢俱設備費；陽台外推；,RPTSMLRJKHHGFCB18DA,82.57,0.67,9.51,有,90.0
西屯區,房地(土地+建物)+車位,臺中市西屯區市政路１６９號十四樓之５,25.56,商,,,1101203,土地1建物1車位2,十四層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030805,400.78,4,2,3,有,有,46350000,120974,坡道平面,42.44,3000000,,RPPQMLOLJHHGFCB37DA,206.33,9.69,24.71,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十三樓之６,8.26,商,,,1080509,土地1建物1車位1,十三層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,109.68,2,2,1,有,有,12450000,129569,坡道平面,27.87,1850000,預售屋、或土地及建物分件登記案件；,RPOOMLKLJHHGFCB66DA,43.91,4.69,4.62,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號九樓之２,8.18,商,,,1080520,土地1建物1車位1,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,96.96000000000001,2,2,1,有,有,11280000,114305,坡道機械,9.65,1300000,預售屋、或土地及建物分件登記案件；,RPPOMLKLJHHGFCB76DA,47.58,4.49,4.61,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號八樓之６,8.26,商,,,1080612,土地1建物1車位1,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,109.68,2,2,1,有,有,12500000,132624,坡道平面,27.87,1650000,預售屋、或土地及建物分件登記案件；,RPVNMLTKJHHGFCB08DA,43.91,4.69,4.62,有,
西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段６號二十三樓之１７,8.53,商,,,1110111,土地1建物1車位1,二十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,124.35,2,1,1,有,有,13300000,106956,坡道平面,0.0,0,,RPPNMLPKJHHGFCB07DA,53.07,2.82,2.68,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號五樓之３,7.75,商,,,1100805,土地1建物1車位1,五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,92.43,2,2,1,有,有,11050000,123218,坡道機械,9.65,850000,預售屋、或土地及建物分件登記案件；,RPTSMLMKJHHGFCB67DA,44.9,3.09,5.82,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩二街４６號五樓之２,10.0,住,,,1101212,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880407,97.62,2,2,1,有,有,8600000,88097,坡道機械,0.0,0,,RPWTMLLKJHHGFCB97DA,56.29,0.0,6.09,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區文心路一段３８３號八樓之５,23.84,住,,,1101208,土地1建物1車位2,八層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051215,240.9,3,2,2,有,有,28800000,136796,坡道平面,53.76,3200000,,RPXTMLLKJHHGFCB08DA,108.08,6.3,11.24,有,
西屯區,房地(土地+建物),臺中市西屯區福瑞街１０６號七樓之３,14.81,住,,,1101219,土地2建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831021,122.07,4,2,2,有,有,6100000,49971,,0.0,0,,RPSPMLLKJHHGFCB17DA,83.72,1.23,8.57,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區五權西路二段６６５號四樓之１０,16.49,住,,,1110104,土地1建物1車位1,四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860227,184.56,4,2,2,有,有,14280000,77373,坡道機械,0.0,0,陽台外推；,RPVNMLQJJHHGFCB67DA,116.35,0.0,16.3,有,
西屯區,房地(土地+建物)+車位,臺中市西屯區國安一路３１之２號十樓之１,11.99,住,,,1101219,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960108,110.03,2,2,1,有,有,11000000,112243,坡道平面,23.61,1300000,其他增建；,RPOOMLTKKIGGFCB57DA,53.96,2.5,4.25,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩六街３３５號五樓之２,50.67,住,,,1101223,土地1建物1車位3,五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070409,422.66999999999996,4,2,3,有,有,39930000,115665,坡道平面,121.11,5050000,,RPRNMLTLKIGGFCB87DA,172.28,13.05,19.4,有,
西屯區,房地(土地+建物)+車位,臺中市西屯區西屯路二段２９７之８巷６２號二樓之３,16.16,住,,,1101206,土地1建物1車位1,二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830318,142.82,3,2,2,有,有,10300000,72119,坡道機械,0.0,0,,RPVNMLKMKIGGFCB47DA,86.37,0.0,11.48,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區惠文路５２５號十八樓之１,33.02,商,,,1101207,土地1建物1車位2,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000510,444.83000000000004,1,2,3,有,有,48200000,114809,坡道平面,56.36,3600000,其他增建；,RPWPMLRJKIGGFCB18DA,208.96,23.51,29.39,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩六街３３５號三樓之２,50.46,住,,,1101208,土地1建物1車位2,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070409,381.25,4,2,3,有,有,37280000,113074,坡道平面,80.74,3300000,,RPUPMLTJKIGGFCB18DA,172.28,13.03,18.72,有,
北屯區,房地(土地+建物),臺中市北屯區文心路四段５０６號十五樓之５,6.0,商,,,1110108,土地1建物1車位0,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040423,81.65,2,1,1,有,有,8700000,106552,,0.0,0,,RPVOMLKKKHHGFBB27DA,49.27,0.67,5.67,有,
北屯區,房地(土地+建物)+車位,臺中市北屯區敦富二街１８８號十五樓之５,25.24,住,,,1101230,土地1建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101021,193.34,3,2,2,有,有,18980000,98169,坡道平面,0.0,0,,RPPOMLSJKHHGFBB37DA,79.27,4.44,8.72,有,95.0
北區,房地(土地+建物),臺中市北區日興街２０６號７樓之１,19.78,住,,,1101213,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890705,150.82,3,2,2,有,有,8200000,54369,,0.0,0,,RPXPMLTJKHHGFBB38DA,80.69,0.0,9.73,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號二樓之２,7.5,商,,,1090703,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,101.66,2,2,1,有,有,11380000,129150,坡道平面,27.87,1850000,預售屋、或土地及建物分件登記案件；,RPQNMLQJJIGGFCB17DA,43.2,0.0,4.61,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號二樓之３,8.29,商,,,1090626,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,106.76,2,2,1,有,有,11800000,120198,坡道平面,23.98,1850000,預售屋、或土地及建物分件登記案件；,RPRNMLQJJIGGFCB27DA,44.9,3.09,5.82,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號二樓之７,9.7,商,,,1080814,土地1建物1車位2,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,135.89,2,2,1,有,有,14880000,127147,坡道平面,47.96,3700000,1.讓渡日期:110年09月16日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPUNMLQJJIGGFCB57DA,47.98,4.56,4.62,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號二樓之８,11.55,商,,,1080814,土地1建物1車位2,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,164.16,3,2,2,有,有,18150000,129212,坡道平面,54.65,4000000,1.讓渡日期:110年09月16日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPVNMLQJJIGGFCB67DA,60.29,4.74,6.02,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號二樓之９,7.06,商,,,1091204,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,84.56,2,2,1,有,有,9850000,120144,坡道機械,9.65,850000,預售屋、或土地及建物分件登記案件；,RPXNMLQJJIGGFCB87DA,39.53,4.79,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號二樓之１０,7.21,商,,,1091211,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,85.91,2,2,1,有,有,9750000,115395,坡道機械,9.65,950000,預售屋、或土地及建物分件登記案件；,RPOOMLQJJIGGFCB07DA,40.18,5.04,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二樓之１,7.1,商,,,1071202,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,84.87,2,2,1,有,有,11880000,140654,坡道機械,9.65,1300000,預售屋、或土地及建物分件登記案件；,RPPOMLQJJIGGFCB17DA,43.07,0.0,5.81,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二樓之２,8.11,商,,,1080226,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,108.37,2,2,1,有,有,12100000,129814,坡道平面,27.87,1650000,預售屋、或土地及建物分件登記案件；,RPQOMLQJJIGGFCB27DA,47.58,0.0,4.61,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二樓之６,7.1,商,,,1090225,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,84.96000000000001,2,2,1,有,有,10300000,120170,坡道機械,9.65,1250000,預售屋、或土地及建物分件登記案件；,RPSOMLQJJIGGFCB47DA,41.1,2.13,5.58,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號二樓之１１,7.21,商,,,1091211,土地1建物1車位1,二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,85.91,2,2,1,有,有,9750000,116706,坡道機械,9.65,850000,預售屋、或土地及建物分件登記案件；,RPXOMLQJJIGGFCB97DA,40.18,5.04,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號四樓之１,7.57,商,,,1080407,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,103.16,2,2,1,有,有,10100000,112233,坡道平面,27.87,1650000,1.讓渡日期:110年06月24日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPQRMLQJJIGGFCB57DA,43.14,1.62,4.19,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號四樓之７,7.02,商,,,1071208,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,84.15,2,2,1,有,有,9070000,108993,坡道機械,9.65,950000,預售屋、或土地及建物分件登記案件；,RPUSMLQJJIGGFCB08DA,38.97,5.04,4.45,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號四樓之１１,7.21,商,,,1081220,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,85.91,2,2,1,有,有,10010000,114870,坡道機械,9.65,1250000,預售屋、或土地及建物分件登記案件；,RPXSMLQJJIGGFCB38DA,40.18,5.04,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號四樓之５,6.37,商,,,1090331,土地1建物1車位1,四層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,76.51,2,2,1,有,有,9100000,123392,坡道機械,9.65,850000,1.讓渡日期:110年08月13日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPOTMLQJJIGGFCB57DA,37.09,1.35,5.01,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號七樓之９,8.36,商,,,1090122,土地1建物1車位1,七層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,107.09,2,2,1,有,有,11680000,119480,坡道平面,23.98,1750000,,RPOPMLRJJIGGFCB27DA,45.14,4.53,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十樓之７,8.8,商,,,1080212,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,111.91,2,2,1,有,有,12880000,126578,坡道平面,23.98,1750000,預售屋、或土地及建物分件登記案件；,RPRTMLRJJIGGFCB97DA,47.98,4.56,4.62,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號十樓之１１,7.75,商,,,1071011,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,100.22999999999999,2,2,1,有,有,10190000,115279,坡道平面,23.98,1400000,1.讓渡日期:110年06月25日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPUUMLRJJIGGFCB38DA,40.18,5.04,4.32,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十一樓之８,11.04,商,,,1080702,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,141.2,3,2,2,有,有,16200000,125739,坡道平面,27.87,1950000,預售屋、或土地及建物分件登記案件；,RPSVMLRJJIGGFCB28DA,60.29,7.29,6.02,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２６號十一樓之７,7.57,商,,,1080402,土地1建物1車位1,十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,102.36,2,2,1,有,有,10380000,114512,坡道平面,27.87,1850000,1.讓渡日期:110年07月23日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPOWMLRJJIGGFCB97DA,38.97,5.04,4.45,有,
南屯區,房地(土地+建物)+車位,臺中市南屯區大墩七街５２８號十二樓之９,7.6,商,,,1080908,土地1建物1車位1,十二層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101029,98.88,2,2,1,有,有,11000000,122163,坡道平面,23.98,1850000,1.讓渡日期:110年03月12日2.此申報總價為原始買賣合約價預售屋、或土地及建物分件登記案件；,RPQNNLRJJIGGFCB37DA,39.53,4.79,4.32,有,
